bioguide,firstname,lastname,birthday,state,party,start_date,end_date
K000289,Philip,Knopf,1847-11-18,IL,Republican,1907-12-02,1909-03-03,No
L000028,James,Lamar,1866-03-28,MO,Democrat,1903-11-09,1905-03-03,No
L000028,James,Lamar,1866-03-28,MO,Democrat,1907-12-02,1909-03-03,No
L000031,William,Lamar,1853-06-12,FL,Democrat,1903-11-09,1905-03-03,No
L000031,William,Lamar,1853-06-12,FL,Democrat,1905-12-04,1907-03-03,No
L000031,William,Lamar,1853-06-12,FL,Democrat,1907-12-02,1909-03-03,No
L000050,Charles,Landis,1858-07-09,IN,Republican,1897-03-15,1899-03-03,No
L000050,Charles,Landis,1858-07-09,IN,Republican,1899-12-04,1901-03-03,No
L000050,Charles,Landis,1858-07-09,IN,Republican,1901-12-02,1903-03-03,No
L000050,Charles,Landis,1858-07-09,IN,Republican,1903-11-09,1905-03-03,No
L000050,Charles,Landis,1858-07-09,IN,Republican,1905-12-04,1907-03-03,No
L000050,Charles,Landis,1858-07-09,IN,Republican,1907-12-02,1909-03-03,No
L000079,Jay,Laning,1853-05-15,OH,Republican,1907-12-02,1909-03-03,No
L000175,Eugene,Leake,1877-07-13,NJ,Democrat,1907-12-02,1909-03-03,No
L000239,John,Lenahan,1852-11-15,PA,Democrat,1907-12-02,1909-03-03,No
L000281,Elijah,Lewis,1854-03-27,GA,Democrat,1897-03-15,1899-03-03,No
L000281,Elijah,Lewis,1854-03-27,GA,Democrat,1899-12-04,1901-03-03,No
L000281,Elijah,Lewis,1854-03-27,GA,Democrat,1901-12-02,1903-03-03,No
L000281,Elijah,Lewis,1854-03-27,GA,Democrat,1903-11-09,1905-03-03,No
L000281,Elijah,Lewis,1854-03-27,GA,Democrat,1905-12-04,1907-03-03,No
L000281,Elijah,Lewis,1854-03-27,GA,Democrat,1907-12-02,1909-03-03,No
L000308,George,Lilley,1859-08-03,CT,Republican,1903-11-09,1905-03-03,No
L000308,George,Lilley,1859-08-03,CT,Republican,1905-12-04,1907-03-03,No
L000308,George,Lilley,1859-08-03,CT,Republican,1907-12-02,1909-03-03,No
L000355,Charles,Littlefield,1851-06-21,ME,Republican,1899-12-04,1901-03-03,No
L000355,Charles,Littlefield,1851-06-21,ME,Republican,1901-12-02,1903-03-03,No
L000355,Charles,Littlefield,1851-06-21,ME,Republican,1903-11-09,1905-03-03,No
L000355,Charles,Littlefield,1851-06-21,ME,Republican,1905-12-04,1907-03-03,No
L000355,Charles,Littlefield,1851-06-21,ME,Republican,1907-12-02,1909-03-03,No
M000163,Thomas,Marshall,1854-03-07,ND,Republican,1901-12-02,1903-03-03,No
M000163,Thomas,Marshall,1854-03-07,ND,Republican,1903-11-09,1905-03-03,No
M000163,Thomas,Marshall,1854-03-07,ND,Republican,1905-12-04,1907-03-03,No
M000163,Thomas,Marshall,1854-03-07,ND,Republican,1907-12-02,1909-03-03,No
M000444,Charles,McGavin,1874-01-10,IL,Republican,1905-12-04,1907-03-03,No
M000444,Charles,McGavin,1874-01-10,IL,Republican,1907-12-02,1909-03-03,No
M000533,Frank,McLain,1852-01-29,MS,Democrat,1897-03-15,1899-03-03,No
M000533,Frank,McLain,1852-01-29,MS,Democrat,1899-12-04,1901-03-03,No
M000533,Frank,McLain,1852-01-29,MS,Democrat,1901-12-02,1903-03-03,No
M000533,Frank,McLain,1852-01-29,MS,Democrat,1903-11-09,1905-03-03,No
M000533,Frank,McLain,1852-01-29,MS,Democrat,1905-12-04,1907-03-03,No
M000533,Frank,McLain,1852-01-29,MS,Democrat,1907-12-02,1909-03-03,No
M000542,Anselm,McLaurin,1848-03-26,MS,Democrat,1894-01-01,1895-03-03,No
M000542,Anselm,McLaurin,1848-03-26,MS,Democrat,1901-12-02,1907-03-03,No
M000542,Anselm,McLaurin,1848-03-26,MS,Democrat,1907-12-02,1909-12-31,No
M000569,Samuel,McMillan,1850-08-06,NY,Republican,1907-12-02,1909-03-03,No
M000679,Adolph,Meyer,1842-10-19,LA,Democrat,1891-12-07,1893-03-03,No
M000679,Adolph,Meyer,1842-10-19,LA,Democrat,1893-08-07,1895-03-03,Yes
M000679,Adolph,Meyer,1842-10-19,LA,Democrat,1895-12-02,1897-03-03,No
M000679,Adolph,Meyer,1842-10-19,LA,Democrat,1897-03-15,1899-03-03,Yes
M000679,Adolph,Meyer,1842-10-19,LA,Democrat,1899-12-04,1901-03-03,No
M000679,Adolph,Meyer,1842-10-19,LA,Democrat,1901-12-02,1903-03-03,No
M000679,Adolph,Meyer,1842-10-19,LA,Democrat,1903-11-09,1905-03-03,No
M000679,Adolph,Meyer,1842-10-19,LA,Democrat,1905-12-04,1907-03-03,No
M000679,Adolph,Meyer,1842-10-19,LA,Democrat,1907-12-02,1909-03-03,No
M001048,Grant,Mouser,1868-09-11,OH,Republican,1905-12-04,1907-03-03,No
M001048,Grant,Mouser,1868-09-11,OH,Republican,1907-12-02,1909-03-03,No
M001095,James,Murphy,1858-04-17,WI,Democrat,1907-12-02,1909-03-03,No
O000144,Jesse,Overstreet,1859-12-14,IN,Republican,1895-12-02,1897-03-03,No
O000144,Jesse,Overstreet,1859-12-14,IN,Republican,1897-03-15,1899-03-03,Yes
O000144,Jesse,Overstreet,1859-12-14,IN,Republican,1899-12-04,1901-03-03,No
O000144,Jesse,Overstreet,1859-12-14,IN,Republican,1901-12-02,1903-03-03,No
O000144,Jesse,Overstreet,1859-12-14,IN,Republican,1903-11-09,1905-03-03,No
O000144,Jesse,Overstreet,1859-12-14,IN,Republican,1905-12-04,1907-03-03,No
O000144,Jesse,Overstreet,1859-12-14,IN,Republican,1907-12-02,1909-03-03,No
P000073,William,Parker,1847-05-05,SD,Republican,1907-12-02,1909-03-03,No
P000156,Thomas,Paynter,1851-12-09,KY,Democrat,1889-12-02,1891-03-03,No
P000156,Thomas,Paynter,1851-12-09,KY,Democrat,1891-12-07,1893-03-03,No
P000156,Thomas,Paynter,1851-12-09,KY,Democrat,1893-08-07,1895-03-03,Yes
P000156,Thomas,Paynter,1851-12-09,KY,Democrat,1907-12-02,1913-03-03,No
P000413,Ernest,Pollard,1869-04-15,NE,Republican,1905-12-04,1907-03-03,No
P000413,Ernest,Pollard,1869-04-15,NE,Republican,1907-12-02,1909-03-03,No
P000445,Peter,Porter,1853-10-10,NY,Ind. Republican,1907-12-02,1909-03-03,No
P000491,Llewellyn,Powers,1836-10-14,ME,Republican,1877-10-15,1879-03-03,No
P000491,Llewellyn,Powers,1836-10-14,ME,Republican,1901-12-02,1903-03-03,No
P000491,Llewellyn,Powers,1836-10-14,ME,Republican,1903-11-09,1905-03-03,No
P000491,Llewellyn,Powers,1836-10-14,ME,Republican,1905-12-04,1907-03-03,No
P000491,Llewellyn,Powers,1836-10-14,ME,Republican,1907-12-02,1909-03-03,No
P000504,Le,Pratt,1852-12-14,NJ,Democrat,1907-12-02,1909-03-03,No
R000168,John,Reyburn,1845-02-07,PA,Republican,1889-12-02,1891-03-03,No
R000168,John,Reyburn,1845-02-07,PA,Republican,1891-12-07,1893-03-03,No
R000168,John,Reyburn,1845-02-07,PA,Republican,1893-08-07,1895-03-03,Yes
R000168,John,Reyburn,1845-02-07,PA,Republican,1895-12-02,1897-03-03,No
R000168,John,Reyburn,1845-02-07,PA,Republican,1905-12-04,1907-03-03,No
R000168,John,Reyburn,1845-02-07,PA,Republican,1907-12-02,1909-03-03,No
R000221,Harry,Richardson,1853-01-01,DE,Republican,1907-12-02,1913-03-03,No
R000287,John,Rixey,1854-08-01,VA,Democrat,1897-03-15,1899-03-03,No
R000287,John,Rixey,1854-08-01,VA,Democrat,1899-12-04,1901-03-03,No
R000287,John,Rixey,1854-08-01,VA,Democrat,1901-12-02,1903-03-03,No
R000287,John,Rixey,1854-08-01,VA,Democrat,1903-11-09,1905-03-03,No
R000287,John,Rixey,1854-08-01,VA,Democrat,1905-12-04,1907-03-03,No
R000287,John,Rixey,1854-08-01,VA,Democrat,1907-12-02,1909-03-03,No
R000563,William,Ryan,1860-05-10,NY,Democrat,1899-12-04,1901-03-03,No
R000563,William,Ryan,1860-05-10,NY,Democrat,1901-12-02,1903-03-03,No
R000563,William,Ryan,1860-05-10,NY,Democrat,1903-11-09,1905-03-03,No
R000563,William,Ryan,1860-05-10,NY,Democrat,1905-12-04,1907-03-03,No
R000563,William,Ryan,1860-05-10,NY,Democrat,1907-12-02,1909-03-03,No
S000345,James,Sherman,1855-10-24,NY,Republican,1887-12-05,1889-03-03,No
S000345,James,Sherman,1855-10-24,NY,Republican,1889-12-02,1891-03-03,No
S000345,James,Sherman,1855-10-24,NY,Republican,1893-08-07,1895-03-03,No
S000345,James,Sherman,1855-10-24,NY,Republican,1895-12-02,1897-03-03,No
S000345,James,Sherman,1855-10-24,NY,Republican,1897-03-15,1899-03-03,Yes
S000345,James,Sherman,1855-10-24,NY,Republican,1899-12-04,1901-03-03,No
S000345,James,Sherman,1855-10-24,NY,Republican,1901-12-02,1903-03-03,No
S000345,James,Sherman,1855-10-24,NY,Republican,1903-11-09,1905-03-03,No
S000345,James,Sherman,1855-10-24,NY,Republican,1905-12-04,1907-03-03,No
S000345,James,Sherman,1855-10-24,NY,Republican,1907-12-02,1909-03-03,No
S000485,Campbell,Slemp,1839-12-02,VA,Republican,1903-11-09,1905-03-03,No
S000485,Campbell,Slemp,1839-12-02,VA,Republican,1905-12-04,1907-03-03,No
S000485,Campbell,Slemp,1839-12-02,VA,Republican,1907-12-02,1909-03-03,No
S000541,George,Smith,1846-08-18,IL,Republican,1889-12-02,1891-03-03,No
S000541,George,Smith,1846-08-18,IL,Republican,1891-12-07,1893-03-03,No
S000541,George,Smith,1846-08-18,IL,Republican,1893-08-07,1895-03-03,Yes
S000541,George,Smith,1846-08-18,IL,Republican,1895-12-02,1897-03-03,No
S000541,George,Smith,1846-08-18,IL,Republican,1897-03-15,1899-03-03,Yes
S000541,George,Smith,1846-08-18,IL,Republican,1899-12-04,1901-03-03,No
S000541,George,Smith,1846-08-18,IL,Republican,1901-12-02,1903-03-03,No
S000541,George,Smith,1846-08-18,IL,Republican,1903-11-09,1905-03-03,No
S000541,George,Smith,1846-08-18,IL,Republican,1905-12-04,1907-03-03,No
S000541,George,Smith,1846-08-18,IL,Republican,1907-12-02,1909-03-03,No
S000588,Madison,Smith,1850-07-09,MO,Democrat,1907-12-02,1909-03-03,No
T000098,Robert,Taylor,1850-07-31,TN,Democrat,1879-03-18,1881-03-03,No
T000098,Robert,Taylor,1850-07-31,TN,Democrat,1907-12-02,1913-03-03,No
W000036,George,Waldo,1851-01-11,NY,Republican,1905-12-04,1907-03-03,No
W000036,George,Waldo,1851-01-11,NY,Republican,1907-12-02,1909-03-03,No
W000249,Capell,Weems,1860-07-07,OH,Republican,1903-11-09,1905-03-03,No
W000249,Capell,Weems,1860-07-07,OH,Republican,1905-12-04,1907-03-03,No
W000249,Capell,Weems,1860-07-07,OH,Republican,1907-12-02,1909-03-03,No
W000466,Ariosto,Wiley,1848-11-06,AL,Democrat,1901-12-02,1903-03-03,No
W000466,Ariosto,Wiley,1848-11-06,AL,Democrat,1903-11-09,1905-03-03,No
W000466,Ariosto,Wiley,1848-11-06,AL,Democrat,1905-12-04,1907-03-03,No
W000466,Ariosto,Wiley,1848-11-06,AL,Democrat,1907-12-02,1909-03-03,No
W000469,Oliver,Wiley,1851-01-30,AL,Democrat,1907-12-02,1909-03-03,No
W000674,Harry,Wolf,1880-06-16,MD,Democrat,1907-12-02,1909-03-03,No
G000090,Frank,Gary,1860-03-09,SC,Democrat,1908-01-01,1909-03-03,No
M000788,William,Milton,1864-03-02,FL,Democrat,1908-01-01,1909-03-03,No
S000917,John,Stewart,1825-11-24,VT,Republican,1883-12-03,1885-03-03,No
S000917,John,Stewart,1825-11-24,VT,Republican,1885-12-07,1887-03-03,No
S000917,John,Stewart,1825-11-24,VT,Republican,1887-12-05,1889-03-03,No
S000917,John,Stewart,1825-11-24,VT,Republican,1889-12-02,1891-03-03,No
S000917,John,Stewart,1825-11-24,VT,Republican,1908-01-01,1909-03-03,No
W000312,George,Wetmore,1846-08-02,RI,Republican,1895-12-02,1901-03-03,No
W000312,George,Wetmore,1846-08-02,RI,Republican,1901-12-02,1907-03-03,No
W000312,George,Wetmore,1846-08-02,RI,Republican,1908-01-01,1913-03-03,No
A000091,De,Alexander,1846-07-17,NY,Republican,1897-03-15,1899-03-03,No
A000091,De,Alexander,1846-07-17,NY,Republican,1899-12-04,1901-03-03,No
A000091,De,Alexander,1846-07-17,NY,Republican,1901-12-02,1903-03-03,No
A000091,De,Alexander,1846-07-17,NY,Republican,1903-11-09,1905-03-03,No
A000091,De,Alexander,1846-07-17,NY,Republican,1905-12-04,1907-03-03,No
A000091,De,Alexander,1846-07-17,NY,Republican,1907-12-02,1909-03-03,No
A000091,De,Alexander,1846-07-17,NY,Republican,1909-03-15,1911-03-03,Yes
A000112,Amos,Allen,1837-03-17,ME,Republican,1899-12-04,1901-03-03,No
A000112,Amos,Allen,1837-03-17,ME,Republican,1901-12-02,1903-03-03,No
A000112,Amos,Allen,1837-03-17,ME,Republican,1903-11-09,1905-03-03,No
A000112,Amos,Allen,1837-03-17,ME,Republican,1905-12-04,1907-03-03,No
A000112,Amos,Allen,1837-03-17,ME,Republican,1907-12-02,1909-03-03,No
A000112,Amos,Allen,1837-03-17,ME,Republican,1909-03-15,1911-03-03,Yes
B000135,Charles,Barclay,1844-05-09,PA,Republican,1907-12-02,1909-03-03,No
B000135,Charles,Barclay,1844-05-09,PA,Republican,1909-03-15,1911-03-03,Yes
B000155,William,Barnard,1852-10-25,IN,Republican,1909-03-15,1911-03-03,No
B000203,George,Bartlett,1869-11-30,NV,Democrat,1907-12-02,1909-03-03,No
B000203,George,Bartlett,1869-11-30,NV,Democrat,1909-03-15,1911-03-03,Yes
B000378,Joseph,Bennett,1859-04-21,KY,Republican,1905-12-04,1907-03-03,No
B000378,Joseph,Bennett,1859-04-21,KY,Republican,1907-12-02,1909-03-03,No
B000378,Joseph,Bennett,1859-04-21,KY,Republican,1909-03-15,1911-03-03,Yes
B000672,Henry,Boutell,1856-03-14,IL,Republican,1897-03-15,1899-03-03,No
B000672,Henry,Boutell,1856-03-14,IL,Republican,1899-12-04,1901-03-03,No
B000672,Henry,Boutell,1856-03-14,IL,Republican,1901-12-02,1903-03-03,No
B000672,Henry,Boutell,1856-03-14,IL,Republican,1903-11-09,1905-03-03,No
B000672,Henry,Boutell,1856-03-14,IL,Republican,1905-12-04,1907-03-03,No
B000672,Henry,Boutell,1856-03-14,IL,Republican,1907-12-02,1909-03-03,No
B000672,Henry,Boutell,1856-03-14,IL,Republican,1909-03-15,1911-03-03,Yes
B000689,Eaton,Bowers,1865-06-17,MS,Democrat,1903-11-09,1905-03-03,No
B000689,Eaton,Bowers,1865-06-17,MS,Democrat,1905-12-04,1907-03-03,No
B000689,Eaton,Bowers,1865-06-17,MS,Democrat,1907-12-02,1909-03-03,No
B000689,Eaton,Bowers,1865-06-17,MS,Democrat,1909-03-15,1911-03-03,Yes
B000749,William,Bradley,1847-03-18,KY,Republican,1909-03-15,1915-03-03,No
B000844,Joseph,Bristow,1861-07-22,KS,Republican,1909-03-15,1915-03-03,No
B000962,Walter,Brownlow,1851-03-27,TN,Republican,1897-03-15,1899-03-03,No
B000962,Walter,Brownlow,1851-03-27,TN,Republican,1899-12-04,1901-03-03,No
B000962,Walter,Brownlow,1851-03-27,TN,Republican,1901-12-02,1903-03-03,No
B000962,Walter,Brownlow,1851-03-27,TN,Republican,1903-11-09,1905-03-03,No
B000962,Walter,Brownlow,1851-03-27,TN,Republican,1905-12-04,1907-03-03,No
B000962,Walter,Brownlow,1851-03-27,TN,Republican,1907-12-02,1909-03-03,No
B000962,Walter,Brownlow,1851-03-27,TN,Republican,1909-03-15,1911-03-03,Yes
B001207,Adam,Byrd,1859-07-06,MS,Democrat,1903-11-09,1905-03-03,No
B001207,Adam,Byrd,1859-07-06,MS,Democrat,1905-12-04,1907-03-03,No
B001207,Adam,Byrd,1859-07-06,MS,Democrat,1907-12-02,1909-03-03,No
B001207,Adam,Byrd,1859-07-06,MS,Democrat,1909-03-15,1911-03-03,Yes
C000026,William,Calderhead,1844-09-26,KS,Republican,1895-12-02,1897-03-03,No
C000026,William,Calderhead,1844-09-26,KS,Republican,1899-12-04,1901-03-03,No
C000026,William,Calderhead,1844-09-26,KS,Republican,1901-12-02,1903-03-03,No
C000026,William,Calderhead,1844-09-26,KS,Republican,1903-11-09,1905-03-03,No
C000026,William,Calderhead,1844-09-26,KS,Republican,1905-12-04,1907-03-03,No
C000026,William,Calderhead,1844-09-26,KS,Republican,1907-12-02,1909-03-03,No
C000026,William,Calderhead,1844-09-26,KS,Republican,1909-03-15,1911-03-03,Yes
C000135,Adin,Capron,1841-01-09,RI,Republican,1897-03-15,1899-03-03,No
C000135,Adin,Capron,1841-01-09,RI,Republican,1899-12-04,1901-03-03,No
C000135,Adin,Capron,1841-01-09,RI,Republican,1901-12-02,1903-03-03,No
C000135,Adin,Capron,1841-01-09,RI,Republican,1903-11-09,1905-03-03,No
C000135,Adin,Capron,1841-01-09,RI,Republican,1905-12-04,1907-03-03,No
C000135,Adin,Capron,1841-01-09,RI,Republican,1907-12-02,1909-03-03,No
C000135,Adin,Capron,1841-01-09,RI,Republican,1909-03-15,1911-03-03,Yes
C000238,James,Cassidy,1869-10-28,OH,Republican,1909-03-15,1911-03-03,No
C000315,Pleasant,Chapman,1854-10-08,IL,Republican,1905-12-04,1907-03-03,No
C000315,Pleasant,Chapman,1854-10-08,IL,Republican,1907-12-02,1909-03-03,No
C000315,Pleasant,Chapman,1854-10-08,IL,Republican,1909-03-15,1911-03-03,Yes
C000478,Alexander,Clay,1853-09-25,GA,Democrat,1897-03-15,1903-03-03,No
C000478,Alexander,Clay,1853-09-25,GA,Democrat,1903-11-09,1909-03-03,No
C000478,Alexander,Clay,1853-09-25,GA,Democrat,1909-03-15,1911-03-03,Yes
C000578,William,Cocks,1861-07-24,NY,Republican,1905-12-04,1907-03-03,No
C000578,William,Cocks,1861-07-24,NY,Republican,1907-12-02,1909-03-03,No
C000578,William,Cocks,1861-07-24,NY,Republican,1909-03-15,1911-03-03,Yes
C000612,Ralph,Cole,1873-11-30,OH,Republican,1905-12-04,1907-03-03,No
C000612,Ralph,Cole,1873-11-30,OH,Republican,1907-12-02,1909-03-03,No
C000612,Ralph,Cole,1873-11-30,OH,Republican,1909-03-15,1911-03-03,Yes
C000718,Joel,Cook,1842-03-20,PA,Republican,1907-12-02,1909-03-03,No
C000718,Joel,Cook,1842-03-20,PA,Republican,1909-03-15,1911-03-03,Yes
C000745,Allen,Cooper,1862-06-16,PA,Republican,1903-11-09,1905-03-03,No
C000745,Allen,Cooper,1862-06-16,PA,Republican,1905-12-04,1907-03-03,No
C000745,Allen,Cooper,1862-06-16,PA,Republican,1907-12-02,1909-03-03,No
C000745,Allen,Cooper,1862-06-16,PA,Republican,1909-03-15,1911-03-03,Yes
C000805,Harry,Coudrey,1867-02-28,MO,Republican,1905-12-04,1907-03-03,No
C000805,Harry,Coudrey,1867-02-28,MO,Republican,1907-12-02,1909-03-03,No
C000805,Harry,Coudrey,1867-02-28,MO,Republican,1909-03-15,1911-03-03,Yes
C000826,Charles,Cowles,1875-07-16,NC,Republican,1909-03-15,1911-03-03,No
C000861,William,Craig,1877-11-02,AL,Democrat,1907-12-02,1909-03-03,No
C000861,William,Craig,1877-11-02,AL,Democrat,1909-03-15,1911-03-03,Yes
C000888,Coe,Crawford,1858-01-14,SD,Republican,1909-03-15,1915-03-03,No
C000897,Charles,Creager,1873-04-28,OK,Republican,1909-03-15,1911-03-03,No
C000937,Charles,Crow,1873-03-31,MO,Republican,1909-03-15,1911-03-03,No
C001018,Francis,Cushman,1867-05-08,WA,Republican,1899-12-04,1901-03-03,No
C001018,Francis,Cushman,1867-05-08,WA,Republican,1901-12-02,1903-03-03,No
C001018,Francis,Cushman,1867-05-08,WA,Republican,1903-11-09,1905-03-03,No
C001018,Francis,Cushman,1867-05-08,WA,Republican,1905-12-04,1907-03-03,No
C001018,Francis,Cushman,1867-05-08,WA,Republican,1907-12-02,1909-03-03,No
C001018,Francis,Cushman,1867-05-08,WA,Republican,1909-03-15,1911-03-03,Yes
D000150,Albert,Dawson,1872-01-26,IA,Republican,1905-12-04,1907-03-03,No
D000150,Albert,Dawson,1872-01-26,IA,Republican,1907-12-02,1909-03-03,No
D000150,Albert,Dawson,1872-01-26,IA,Republican,1909-03-15,1911-03-03,Yes
D000167,David,De Armond,1844-03-18,MO,Democrat,1891-12-07,1893-03-03,No
D000167,David,De Armond,1844-03-18,MO,Democrat,1893-08-07,1895-03-03,Yes
D000167,David,De Armond,1844-03-18,MO,Democrat,1895-12-02,1897-03-03,No
D000167,David,De Armond,1844-03-18,MO,Democrat,1897-03-15,1899-03-03,Yes
D000167,David,De Armond,1844-03-18,MO,Democrat,1899-12-04,1901-03-03,No
D000167,David,De Armond,1844-03-18,MO,Democrat,1901-12-02,1903-03-03,No
D000167,David,De Armond,1844-03-18,MO,Democrat,1903-11-09,1905-03-03,No
D000167,David,De Armond,1844-03-18,MO,Democrat,1905-12-04,1907-03-03,No
D000167,David,De Armond,1844-03-18,MO,Democrat,1907-12-02,1909-03-03,No
D000167,David,De Armond,1844-03-18,MO,Democrat,1909-03-15,1911-03-03,Yes
D000232,Edwin,Denby,1870-02-18,MI,Republican,1905-12-04,1907-03-03,No
D000232,Edwin,Denby,1870-02-18,MI,Republican,1907-12-02,1909-03-03,No
D000232,Edwin,Denby,1870-02-18,MI,Republican,1909-03-15,1911-03-03,Yes
D000336,Gerrit,Diekema,1859-03-27,MI,Republican,1907-12-02,1909-03-03,No
D000336,Gerrit,Diekema,1859-03-27,MI,Republican,1909-03-15,1911-03-03,Yes
D000449,Albert,Douglas,1852-04-25,OH,Republican,1907-12-02,1909-03-03,No
D000449,Albert,Douglas,1852-04-25,OH,Republican,1909-03-15,1911-03-03,Yes
D000567,Cyrus,Durey,1864-05-16,NY,Republican,1907-12-02,1909-03-03,No
D000567,Cyrus,Durey,1864-05-16,NY,Republican,1909-03-15,1911-03-03,Yes
E000065,Don,Edwards,1861-07-13,KY,Republican,1905-12-04,1907-03-03,No
E000065,Don,Edwards,1861-07-13,KY,Republican,1907-12-02,1909-03-03,No
E000065,Don,Edwards,1861-07-13,KY,Republican,1909-03-15,1911-03-03,Yes
E000138,William,Ellis,1850-04-23,OR,Republican,1893-08-07,1895-03-03,No
E000138,William,Ellis,1850-04-23,OR,Republican,1895-12-02,1897-03-03,No
E000138,William,Ellis,1850-04-23,OR,Republican,1897-03-15,1899-03-03,Yes
E000138,William,Ellis,1850-04-23,OR,Republican,1907-12-02,1909-03-03,No
E000138,William,Ellis,1850-04-23,OR,Republican,1909-03-15,1911-03-03,Yes
E000163,Politte,Elvins,1878-03-16,MO,Republican,1909-03-15,1911-03-03,No
E000183,William,Englebright,1855-11-23,CA,Republican,1905-12-04,1907-03-03,No
E000183,William,Englebright,1855-11-23,CA,Republican,1907-12-02,1909-03-03,No
E000183,William,Englebright,1855-11-23,CA,Republican,1909-03-15,1911-03-03,Yes
F000042,Jacob,Fassett,1853-11-13,NY,Republican,1905-12-04,1907-03-03,No
F000042,Jacob,Fassett,1853-11-13,NY,Republican,1907-12-02,1909-03-03,No
F000042,Jacob,Fassett,1853-11-13,NY,Republican,1909-03-15,1911-03-03,Yes
F000139,Hamilton,Fish,1849-04-17,NY,Republican,1909-03-15,1911-03-03,No
F000231,Otto,Foelker,1875-12-29,NY,Republican,1907-12-02,1909-03-03,No
F000231,Otto,Foelker,1875-12-29,NY,Republican,1909-03-15,1911-03-03,Yes
F000293,Eugene,Foss,1858-09-24,MA,Democrat,1909-03-15,1911-03-03,No
F000318,William,Foulkrod,1846-11-22,PA,Republican,1907-12-02,1909-03-03,No
F000318,William,Foulkrod,1846-11-22,PA,Republican,1909-03-15,1911-03-03,Yes
F000320,Charles,Fowler,1852-11-02,NJ,Republican,1895-12-02,1897-03-03,No
F000320,Charles,Fowler,1852-11-02,NJ,Republican,1897-03-15,1899-03-03,Yes
F000320,Charles,Fowler,1852-11-02,NJ,Republican,1899-12-04,1901-03-03,No
F000320,Charles,Fowler,1852-11-02,NJ,Republican,1901-12-02,1903-03-03,No
F000320,Charles,Fowler,1852-11-02,NJ,Republican,1903-11-09,1905-03-03,No
F000320,Charles,Fowler,1852-11-02,NJ,Republican,1905-12-04,1907-03-03,No
F000320,Charles,Fowler,1852-11-02,NJ,Republican,1907-12-02,1909-03-03,No
F000320,Charles,Fowler,1852-11-02,NJ,Republican,1909-03-15,1911-03-03,Yes
G000008,Joseph,Gaines,1864-09-03,WV,Republican,1901-12-02,1903-03-03,No
G000008,Joseph,Gaines,1864-09-03,WV,Republican,1903-11-09,1905-03-03,No
G000008,Joseph,Gaines,1864-09-03,WV,Republican,1905-12-04,1907-03-03,No
G000008,Joseph,Gaines,1864-09-03,WV,Republican,1907-12-02,1909-03-03,No
G000008,Joseph,Gaines,1864-09-03,WV,Republican,1909-03-15,1911-03-03,Yes
G000062,Washington,Gardner,1845-02-16,MI,Republican,1899-12-04,1901-03-03,No
G000062,Washington,Gardner,1845-02-16,MI,Republican,1901-12-02,1903-03-03,No
G000062,Washington,Gardner,1845-02-16,MI,Republican,1903-11-09,1905-03-03,No
G000062,Washington,Gardner,1845-02-16,MI,Republican,1905-12-04,1907-03-03,No
G000062,Washington,Gardner,1845-02-16,MI,Republican,1907-12-02,1909-03-03,No
G000062,Washington,Gardner,1845-02-16,MI,Republican,1909-03-15,1911-03-03,Yes
G000073,Alfred,Garner,1873-03-04,PA,Republican,1909-03-15,1911-03-03,No
G000188,John,Gill,1850-06-09,MD,Democrat,1905-12-04,1907-03-03,No
G000188,John,Gill,1850-06-09,MD,Democrat,1907-12-02,1909-03-03,No
G000188,John,Gill,1850-06-09,MD,Democrat,1909-03-15,1911-03-03,Yes
G000198,Oscar,Gillespie,1858-06-20,TX,Democrat,1903-11-09,1905-03-03,No
G000198,Oscar,Gillespie,1858-06-20,TX,Democrat,1905-12-04,1907-03-03,No
G000198,Oscar,Gillespie,1858-06-20,TX,Democrat,1907-12-02,1909-03-03,No
G000198,Oscar,Gillespie,1858-06-20,TX,Democrat,1909-03-15,1911-03-03,Yes
G000223,Samuel,Gilmore,1859-07-30,LA,Democrat,1909-03-15,1911-03-03,No
G000251,Herman,Goebel,1853-04-05,OH,Republican,1903-11-09,1905-03-03,No
G000251,Herman,Goebel,1853-04-05,OH,Republican,1905-12-04,1907-03-03,No
G000251,Herman,Goebel,1853-04-05,OH,Republican,1907-12-02,1909-03-03,No
G000251,Herman,Goebel,1853-04-05,OH,Republican,1909-03-15,1911-03-03,Yes
G000312,James,Gordon,1833-12-06,MS,Democrat,1909-03-15,1911-03-03,No
G000351,Joseph,Graff,1854-07-01,IL,Republican,1895-12-02,1897-03-03,No
G000351,Joseph,Graff,1854-07-01,IL,Republican,1897-03-15,1899-03-03,Yes
G000351,Joseph,Graff,1854-07-01,IL,Republican,1899-12-04,1901-03-03,No
G000351,Joseph,Graff,1854-07-01,IL,Republican,1901-12-02,1903-03-03,No
G000351,Joseph,Graff,1854-07-01,IL,Republican,1903-11-09,1905-03-03,No
G000351,Joseph,Graff,1854-07-01,IL,Republican,1905-12-04,1907-03-03,No
G000351,Joseph,Graff,1854-07-01,IL,Republican,1907-12-02,1909-03-03,No
G000351,Joseph,Graff,1854-07-01,IL,Republican,1909-03-15,1911-03-03,Yes
G000363,William,Graham,1844-08-03,PA,Republican,1897-03-15,1899-03-03,No
G000363,William,Graham,1844-08-03,PA,Republican,1899-12-04,1901-03-03,No
G000363,William,Graham,1844-08-03,PA,Republican,1901-12-02,1903-03-03,No
