bioguide,firstname,lastname,birthday,state,party,start_date,end_date
L000560,Rick,Larsen,1965-06-15,WA,Democrat,2001-01-03,2002-11-22,No
L000560,Rick,Larsen,1965-06-15,WA,Democrat,2003-01-07,2004-12-09,Yes
L000560,Rick,Larsen,1965-06-15,WA,Democrat,2005-01-04,2006-12-09,Yes
L000560,Rick,Larsen,1965-06-15,WA,Democrat,2007-01-04,2009-01-03,Yes
L000560,Rick,Larsen,1965-06-15,WA,Democrat,2009-01-06,2010-12-22,Yes
L000560,Rick,Larsen,1965-06-15,WA,Democrat,2011-01-05,2013-01-03,Yes
L000560,Rick,Larsen,1965-06-15,WA,Democrat,2013-01-03,2015-01-03,Yes
L000557,John,Larson,1948-07-22,CT,Democrat,1999-01-06,2000-12-15,No
L000557,John,Larson,1948-07-22,CT,Democrat,2001-01-03,2002-11-22,Yes
L000557,John,Larson,1948-07-22,CT,Democrat,2003-01-07,2004-12-09,Yes
L000557,John,Larson,1948-07-22,CT,Democrat,2005-01-04,2006-12-09,Yes
L000557,John,Larson,1948-07-22,CT,Democrat,2007-01-04,2009-01-03,Yes
L000557,John,Larson,1948-07-22,CT,Democrat,2009-01-06,2010-12-22,Yes
L000557,John,Larson,1948-07-22,CT,Democrat,2011-01-05,2013-01-03,Yes
L000557,John,Larson,1948-07-22,CT,Democrat,2013-01-03,2015-01-03,Yes
L000111,Tom,Latham,1948-07-14,IA,Republican,1995-01-04,1996-10-04,No
L000111,Tom,Latham,1948-07-14,IA,Republican,1997-01-07,1998-12-19,Yes
L000111,Tom,Latham,1948-07-14,IA,Republican,1999-01-06,2000-12-15,Yes
L000111,Tom,Latham,1948-07-14,IA,Republican,2001-01-03,2002-11-22,Yes
L000111,Tom,Latham,1948-07-14,IA,Republican,2003-01-07,2004-12-09,Yes
L000111,Tom,Latham,1948-07-14,IA,Republican,2005-01-04,2006-12-09,Yes
L000111,Tom,Latham,1948-07-14,IA,Republican,2007-01-04,2009-01-03,Yes
L000111,Tom,Latham,1948-07-14,IA,Republican,2009-01-06,2010-12-22,Yes
L000111,Tom,Latham,1948-07-14,IA,Republican,2011-01-05,2013-01-03,Yes
L000111,Tom,Latham,1948-07-14,IA,Republican,2013-01-03,2015-01-03,Yes
L000566,Robert,Latta,1956-04-18,OH,Republican,2007-12-13,2009-01-03,No
L000566,Robert,Latta,1956-04-18,OH,Republican,2009-01-06,2010-12-22,Yes
L000566,Robert,Latta,1956-04-18,OH,Republican,2011-01-05,2013-01-03,Yes
L000566,Robert,Latta,1956-04-18,OH,Republican,2013-01-03,2015-01-03,Yes
L000174,Patrick,Leahy,1940-03-31,VT,Democrat,1975-01-14,1980-12-16,No
L000174,Patrick,Leahy,1940-03-31,VT,Democrat,1981-01-05,1986-10-18,Yes
L000174,Patrick,Leahy,1940-03-31,VT,Democrat,1987-01-06,1992-10-09,Yes
L000174,Patrick,Leahy,1940-03-31,VT,Democrat,1993-01-05,1998-12-19,Yes
L000174,Patrick,Leahy,1940-03-31,VT,Democrat,1999-01-06,2004-12-09,Yes
L000174,Patrick,Leahy,1940-03-31,VT,Democrat,2005-01-04,2010-12-22,Yes
L000174,Patrick,Leahy,1940-03-31,VT,Democrat,2011-01-05,2017-01-03,Yes
L000551,Barbara,Lee,1946-07-16,CA,Democrat,1997-01-07,1998-12-19,No
L000551,Barbara,Lee,1946-07-16,CA,Democrat,1999-01-06,2000-12-15,Yes
L000551,Barbara,Lee,1946-07-16,CA,Democrat,2001-01-03,2002-11-22,Yes
L000551,Barbara,Lee,1946-07-16,CA,Democrat,2003-01-07,2004-12-09,Yes
L000551,Barbara,Lee,1946-07-16,CA,Democrat,2005-01-04,2006-12-09,Yes
L000551,Barbara,Lee,1946-07-16,CA,Democrat,2007-01-04,2009-01-03,Yes
L000551,Barbara,Lee,1946-07-16,CA,Democrat,2009-01-06,2010-12-22,Yes
L000551,Barbara,Lee,1946-07-16,CA,Democrat,2011-01-05,2013-01-03,Yes
L000551,Barbara,Lee,1946-07-16,CA,Democrat,2013-01-03,2015-01-03,Yes
L000577,Mike,Lee,1971-06-04,UT,Republican,2011-01-05,2017-01-03,No
L000263,Sander,Levin,1931-09-06,MI,Democrat,1983-01-03,1984-10-12,No
L000263,Sander,Levin,1931-09-06,MI,Democrat,1985-01-03,1986-10-18,Yes
L000263,Sander,Levin,1931-09-06,MI,Democrat,1987-01-06,1988-10-22,Yes
L000263,Sander,Levin,1931-09-06,MI,Democrat,1989-01-03,1990-10-28,Yes
L000263,Sander,Levin,1931-09-06,MI,Democrat,1991-01-03,1992-10-09,Yes
L000263,Sander,Levin,1931-09-06,MI,Democrat,1993-01-05,1994-12-01,Yes
L000263,Sander,Levin,1931-09-06,MI,Democrat,1995-01-04,1996-10-04,Yes
L000263,Sander,Levin,1931-09-06,MI,Democrat,1997-01-07,1998-12-19,Yes
L000263,Sander,Levin,1931-09-06,MI,Democrat,1999-01-06,2000-12-15,Yes
L000263,Sander,Levin,1931-09-06,MI,Democrat,2001-01-03,2002-11-22,Yes
L000263,Sander,Levin,1931-09-06,MI,Democrat,2003-01-07,2004-12-09,Yes
L000263,Sander,Levin,1931-09-06,MI,Democrat,2005-01-04,2006-12-09,Yes
L000263,Sander,Levin,1931-09-06,MI,Democrat,2007-01-04,2009-01-03,Yes
L000263,Sander,Levin,1931-09-06,MI,Democrat,2009-01-06,2010-12-22,Yes
L000263,Sander,Levin,1931-09-06,MI,Democrat,2011-01-05,2013-01-03,Yes
L000263,Sander,Levin,1931-09-06,MI,Democrat,2013-01-03,2015-01-03,Yes
L000287,John,Lewis,1940-02-21,GA,Democrat,1987-01-06,1988-10-22,No
L000287,John,Lewis,1940-02-21,GA,Democrat,1989-01-03,1990-10-28,Yes
L000287,John,Lewis,1940-02-21,GA,Democrat,1991-01-03,1992-10-09,Yes
L000287,John,Lewis,1940-02-21,GA,Democrat,1993-01-05,1994-12-01,Yes
L000287,John,Lewis,1940-02-21,GA,Democrat,1995-01-04,1996-10-04,Yes
L000287,John,Lewis,1940-02-21,GA,Democrat,1997-01-07,1998-12-19,Yes
L000287,John,Lewis,1940-02-21,GA,Democrat,1999-01-06,2000-12-15,Yes
L000287,John,Lewis,1940-02-21,GA,Democrat,2001-01-03,2002-11-22,Yes
L000287,John,Lewis,1940-02-21,GA,Democrat,2003-01-07,2004-12-09,Yes
L000287,John,Lewis,1940-02-21,GA,Democrat,2005-01-04,2006-12-09,Yes
L000287,John,Lewis,1940-02-21,GA,Democrat,2007-01-04,2009-01-03,Yes
L000287,John,Lewis,1940-02-21,GA,Democrat,2009-01-06,2010-12-22,Yes
L000287,John,Lewis,1940-02-21,GA,Democrat,2011-01-05,2013-01-03,Yes
L000287,John,Lewis,1940-02-21,GA,Democrat,2013-01-03,2015-01-03,Yes
L000563,Daniel,Lipinski,1966-07-15,IL,Democrat,2005-01-04,2006-12-09,No
L000563,Daniel,Lipinski,1966-07-15,IL,Democrat,2007-01-04,2009-01-03,Yes
L000563,Daniel,Lipinski,1966-07-15,IL,Democrat,2009-01-06,2010-12-22,Yes
L000563,Daniel,Lipinski,1966-07-15,IL,Democrat,2011-01-05,2013-01-03,Yes
L000563,Daniel,Lipinski,1966-07-15,IL,Democrat,2013-01-03,2015-01-03,Yes
L000554,Frank,LoBiondo,1946-05-12,NJ,Republican,1995-01-04,1996-10-04,No
L000554,Frank,LoBiondo,1946-05-12,NJ,Republican,1997-01-07,1998-12-19,Yes
L000554,Frank,LoBiondo,1946-05-12,NJ,Republican,1999-01-06,2000-12-15,Yes
L000554,Frank,LoBiondo,1946-05-12,NJ,Republican,2001-01-03,2002-11-22,Yes
L000554,Frank,LoBiondo,1946-05-12,NJ,Republican,2003-01-07,2004-12-09,Yes
L000554,Frank,LoBiondo,1946-05-12,NJ,Republican,2005-01-04,2006-12-09,Yes
L000554,Frank,LoBiondo,1946-05-12,NJ,Republican,2007-01-04,2009-01-03,Yes
L000554,Frank,LoBiondo,1946-05-12,NJ,Republican,2009-01-06,2010-12-22,Yes
L000554,Frank,LoBiondo,1946-05-12,NJ,Republican,2011-01-05,2013-01-03,Yes
L000554,Frank,LoBiondo,1946-05-12,NJ,Republican,2013-01-03,2015-01-03,Yes
L000565,David,Loebsack,1952-12-23,IA,Democrat,2007-01-04,2009-01-03,No
L000565,David,Loebsack,1952-12-23,IA,Democrat,2009-01-06,2010-12-22,Yes
L000565,David,Loebsack,1952-12-23,IA,Democrat,2011-01-05,2013-01-03,Yes
L000565,David,Loebsack,1952-12-23,IA,Democrat,2013-01-03,2015-01-03,Yes
L000397,Zoe,Lofgren,1947-12-21,CA,Democrat,1995-01-04,1996-10-04,No
L000397,Zoe,Lofgren,1947-12-21,CA,Democrat,1997-01-07,1998-12-19,Yes
L000397,Zoe,Lofgren,1947-12-21,CA,Democrat,1999-01-06,2000-12-15,Yes
L000397,Zoe,Lofgren,1947-12-21,CA,Democrat,2001-01-03,2002-11-22,Yes
L000397,Zoe,Lofgren,1947-12-21,CA,Democrat,2003-01-07,2004-12-09,Yes
L000397,Zoe,Lofgren,1947-12-21,CA,Democrat,2005-01-04,2006-12-09,Yes
L000397,Zoe,Lofgren,1947-12-21,CA,Democrat,2007-01-04,2009-01-03,Yes
L000397,Zoe,Lofgren,1947-12-21,CA,Democrat,2009-01-06,2010-12-22,Yes
L000397,Zoe,Lofgren,1947-12-21,CA,Democrat,2011-01-05,2013-01-03,Yes
L000397,Zoe,Lofgren,1947-12-21,CA,Democrat,2013-01-03,2015-01-03,Yes
L000576,Billy,Long,1955-08-11,MO,Republican,2011-01-05,2013-01-03,No
L000576,Billy,Long,1955-08-11,MO,Republican,2013-01-03,2015-01-03,Yes
L000480,Nita,Lowey,1937-07-05,NY,Democrat,1989-01-03,1990-10-28,No
L000480,Nita,Lowey,1937-07-05,NY,Democrat,1991-01-03,1992-10-09,Yes
L000480,Nita,Lowey,1937-07-05,NY,Democrat,1993-01-05,1994-12-01,Yes
L000480,Nita,Lowey,1937-07-05,NY,Democrat,1995-01-04,1996-10-04,Yes
L000480,Nita,Lowey,1937-07-05,NY,Democrat,1997-01-07,1998-12-19,Yes
L000480,Nita,Lowey,1937-07-05,NY,Democrat,1999-01-06,2000-12-15,Yes
L000480,Nita,Lowey,1937-07-05,NY,Democrat,2001-01-03,2002-11-22,Yes
L000480,Nita,Lowey,1937-07-05,NY,Democrat,2003-01-07,2004-12-09,Yes
L000480,Nita,Lowey,1937-07-05,NY,Democrat,2005-01-04,2006-12-09,Yes
L000480,Nita,Lowey,1937-07-05,NY,Democrat,2007-01-04,2009-01-03,Yes
L000480,Nita,Lowey,1937-07-05,NY,Democrat,2009-01-06,2010-12-22,Yes
L000480,Nita,Lowey,1937-07-05,NY,Democrat,2011-01-05,2013-01-03,Yes
L000480,Nita,Lowey,1937-07-05,NY,Democrat,2013-01-03,2015-01-03,Yes
L000491,Frank,Lucas,1960-01-06,OK,Republican,1993-01-05,1994-12-01,No
L000491,Frank,Lucas,1960-01-06,OK,Republican,1995-01-04,1996-10-04,Yes
L000491,Frank,Lucas,1960-01-06,OK,Republican,1997-01-07,1998-12-19,Yes
L000491,Frank,Lucas,1960-01-06,OK,Republican,1999-01-06,2000-12-15,Yes
L000491,Frank,Lucas,1960-01-06,OK,Republican,2001-01-03,2002-11-22,Yes
L000491,Frank,Lucas,1960-01-06,OK,Republican,2003-01-07,2004-12-09,Yes
L000491,Frank,Lucas,1960-01-06,OK,Republican,2005-01-04,2006-12-09,Yes
L000491,Frank,Lucas,1960-01-06,OK,Republican,2007-01-04,2009-01-03,Yes
L000491,Frank,Lucas,1960-01-06,OK,Republican,2009-01-06,2010-12-22,Yes
L000491,Frank,Lucas,1960-01-06,OK,Republican,2011-01-05,2013-01-03,Yes
L000491,Frank,Lucas,1960-01-06,OK,Republican,2013-01-03,2015-01-03,Yes
L000569,Blaine,Luetkemeyer,1952-05-07,MO,Republican,2009-01-06,2010-12-22,No
L000569,Blaine,Luetkemeyer,1952-05-07,MO,Republican,2011-01-05,2013-01-03,Yes
L000569,Blaine,Luetkemeyer,1952-05-07,MO,Republican,2013-01-03,2015-01-03,Yes
L000570,Ben,Luján,1972-06-07,NM,Democrat,2009-01-06,2010-12-22,No
L000570,Ben,Luján,1972-06-07,NM,Democrat,2011-01-05,2013-01-03,Yes
L000570,Ben,Luján,1972-06-07,NM,Democrat,2013-01-03,2015-01-03,Yes
L000571,Cynthia,Lummis,1954-09-10,WY,Republican,2009-01-06,2010-12-22,No
L000571,Cynthia,Lummis,1954-09-10,WY,Republican,2011-01-05,2013-01-03,Yes
L000571,Cynthia,Lummis,1954-09-10,WY,Republican,2013-01-03,2015-01-03,Yes
L000562,Stephen,Lynch,1955-03-31,MA,Democrat,2001-10-23,2002-11-22,No
L000562,Stephen,Lynch,1955-03-31,MA,Democrat,2003-01-07,2004-12-09,Yes
L000562,Stephen,Lynch,1955-03-31,MA,Democrat,2005-01-04,2006-12-09,Yes
L000562,Stephen,Lynch,1955-03-31,MA,Democrat,2007-01-04,2009-01-03,Yes
L000562,Stephen,Lynch,1955-03-31,MA,Democrat,2009-01-06,2010-12-22,Yes
L000562,Stephen,Lynch,1955-03-31,MA,Democrat,2011-01-05,2013-01-03,Yes
L000562,Stephen,Lynch,1955-03-31,MA,Democrat,2013-01-03,2015-01-03,Yes
M000087,Carolyn,Maloney,1946-02-19,NY,Democrat,1993-01-05,1994-12-01,No
M000087,Carolyn,Maloney,1946-02-19,NY,Democrat,1995-01-04,1996-10-04,Yes
M000087,Carolyn,Maloney,1946-02-19,NY,Democrat,1997-01-07,1998-12-19,Yes
M000087,Carolyn,Maloney,1946-02-19,NY,Democrat,1999-01-06,2000-12-15,Yes
M000087,Carolyn,Maloney,1946-02-19,NY,Democrat,2001-01-03,2002-11-22,Yes
M000087,Carolyn,Maloney,1946-02-19,NY,Democrat,2003-01-07,2004-12-09,Yes
M000087,Carolyn,Maloney,1946-02-19,NY,Democrat,2005-01-04,2006-12-09,Yes
M000087,Carolyn,Maloney,1946-02-19,NY,Democrat,2007-01-04,2009-01-03,Yes
M000087,Carolyn,Maloney,1946-02-19,NY,Democrat,2009-01-06,2010-12-22,Yes
M000087,Carolyn,Maloney,1946-02-19,NY,Democrat,2011-01-05,2013-01-03,Yes
M000087,Carolyn,Maloney,1946-02-19,NY,Democrat,2013-01-03,2015-01-03,Yes
M001158,Kenny,Marchant,1951-02-23,TX,Republican,2005-01-04,2006-12-09,No
M001158,Kenny,Marchant,1951-02-23,TX,Republican,2007-01-04,2009-01-03,Yes
M001158,Kenny,Marchant,1951-02-23,TX,Republican,2009-01-06,2010-12-22,Yes
M001158,Kenny,Marchant,1951-02-23,TX,Republican,2011-01-05,2013-01-03,Yes
M001158,Kenny,Marchant,1951-02-23,TX,Republican,2013-01-03,2015-01-03,Yes
M001179,Tom,Marino,1952-08-15,PA,Republican,2011-01-05,2013-01-03,No
M001179,Tom,Marino,1952-08-15,PA,Republican,2013-01-03,2015-01-03,Yes
M000133,Edward,Markey,1946-07-11,MA,Democrat,1975-01-14,1976-10-01,No
M000133,Edward,Markey,1946-07-11,MA,Democrat,1977-01-04,1978-10-15,Yes
M000133,Edward,Markey,1946-07-11,MA,Democrat,1979-01-15,1980-12-16,Yes
M000133,Edward,Markey,1946-07-11,MA,Democrat,1981-01-05,1982-12-23,Yes
M000133,Edward,Markey,1946-07-11,MA,Democrat,1983-01-03,1984-10-12,Yes
M000133,Edward,Markey,1946-07-11,MA,Democrat,1985-01-03,1986-10-18,Yes
M000133,Edward,Markey,1946-07-11,MA,Democrat,1987-01-06,1988-10-22,Yes
M000133,Edward,Markey,1946-07-11,MA,Democrat,1989-01-03,1990-10-28,Yes
M000133,Edward,Markey,1946-07-11,MA,Democrat,1991-01-03,1992-10-09,Yes
M000133,Edward,Markey,1946-07-11,MA,Democrat,1993-01-05,1994-12-01,Yes
M000133,Edward,Markey,1946-07-11,MA,Democrat,1995-01-04,1996-10-04,Yes
M000133,Edward,Markey,1946-07-11,MA,Democrat,1997-01-07,1998-12-19,Yes
M000133,Edward,Markey,1946-07-11,MA,Democrat,1999-01-06,2000-12-15,Yes
M000133,Edward,Markey,1946-07-11,MA,Democrat,2001-01-03,2002-11-22,Yes
M000133,Edward,Markey,1946-07-11,MA,Democrat,2003-01-07,2004-12-09,Yes
M000133,Edward,Markey,1946-07-11,MA,Democrat,2005-01-04,2006-12-09,Yes
M000133,Edward,Markey,1946-07-11,MA,Democrat,2007-01-04,2009-01-03,Yes
M000133,Edward,Markey,1946-07-11,MA,Democrat,2009-01-06,2010-12-22,Yes
M000133,Edward,Markey,1946-07-11,MA,Democrat,2011-01-05,2013-01-03,Yes
M000133,Edward,Markey,1946-07-11,MA,Democrat,2013-01-03,2013-07-15,Yes
M000133,Edward,Markey,1946-07-11,MA,Democrat,2013-07-16,2015-01-03,Yes
M001142,Jim,Matheson,1960-03-21,UT,Democrat,2001-01-03,2002-11-22,No
M001142,Jim,Matheson,1960-03-21,UT,Democrat,2003-01-07,2004-12-09,Yes
M001142,Jim,Matheson,1960-03-21,UT,Democrat,2005-01-04,2006-12-09,Yes
M001142,Jim,Matheson,1960-03-21,UT,Democrat,2007-01-04,2009-01-03,Yes
M001142,Jim,Matheson,1960-03-21,UT,Democrat,2009-01-06,2010-12-22,Yes
M001142,Jim,Matheson,1960-03-21,UT,Democrat,2011-01-05,2013-01-03,Yes
M001142,Jim,Matheson,1960-03-21,UT,Democrat,2013-01-03,2015-01-03,Yes
M001163,Doris,Matsui,1944-09-25,CA,Democrat,2005-03-10,2006-12-09,No
M001163,Doris,Matsui,1944-09-25,CA,Democrat,2007-01-04,2009-01-03,Yes
M001163,Doris,Matsui,1944-09-25,CA,Democrat,2009-01-06,2010-12-22,Yes
M001163,Doris,Matsui,1944-09-25,CA,Democrat,2011-01-05,2013-01-03,Yes
M001163,Doris,Matsui,1944-09-25,CA,Democrat,2013-01-03,2015-01-03,Yes
M000303,John,McCain,1936-08-29,AZ,Republican,1983-01-03,1984-10-12,No
M000303,John,McCain,1936-08-29,AZ,Republican,1985-01-03,1986-10-18,Yes
M000303,John,McCain,1936-08-29,AZ,Republican,1987-01-06,1992-10-09,Yes
M000303,John,McCain,1936-08-29,AZ,Republican,1993-01-05,1998-12-19,Yes
M000303,John,McCain,1936-08-29,AZ,Republican,1999-01-06,2004-12-09,Yes
M000303,John,McCain,1936-08-29,AZ,Republican,2005-01-04,2010-12-22,Yes
M000303,John,McCain,1936-08-29,AZ,Republican,2011-01-05,2017-01-03,Yes
M000309,Carolyn,McCarthy,1944-01-05,NY,Democrat,1997-01-07,1998-12-19,No
M000309,Carolyn,McCarthy,1944-01-05,NY,Democrat,1999-01-06,2000-12-15,Yes
M000309,Carolyn,McCarthy,1944-01-05,NY,Democrat,2001-01-03,2002-11-22,Yes
M000309,Carolyn,McCarthy,1944-01-05,NY,Democrat,2003-01-07,2004-12-09,Yes
M000309,Carolyn,McCarthy,1944-01-05,NY,Democrat,2005-01-04,2006-12-09,Yes
M000309,Carolyn,McCarthy,1944-01-05,NY,Democrat,2007-01-04,2009-01-03,Yes
M000309,Carolyn,McCarthy,1944-01-05,NY,Democrat,2009-01-06,2010-12-22,Yes
M000309,Carolyn,McCarthy,1944-01-05,NY,Democrat,2011-01-05,2013-01-03,Yes
M000309,Carolyn,McCarthy,1944-01-05,NY,Democrat,2013-01-03,2015-01-03,Yes
M001165,Kevin,McCarthy,1965-01-26,CA,Republican,2007-01-04,2009-01-03,No
M001165,Kevin,McCarthy,1965-01-26,CA,Republican,2009-01-06,2010-12-22,Yes
M001165,Kevin,McCarthy,1965-01-26,CA,Republican,2011-01-05,2013-01-03,Yes
M001165,Kevin,McCarthy,1965-01-26,CA,Republican,2013-01-03,2015-01-03,Yes
M001157,Michael,McCaul,1962-01-14,TX,Republican,2005-01-04,2006-12-09,No
M001157,Michael,McCaul,1962-01-14,TX,Republican,2007-01-04,2009-01-03,Yes
M001157,Michael,McCaul,1962-01-14,TX,Republican,2009-01-06,2010-12-22,Yes
M001157,Michael,McCaul,1962-01-14,TX,Republican,2011-01-05,2013-01-03,Yes
M001157,Michael,McCaul,1962-01-14,TX,Republican,2013-01-03,2015-01-03,Yes
M001177,Tom,McClintock,1956-07-10,CA,Republican,2009-01-06,2010-12-22,No
M001177,Tom,McClintock,1956-07-10,CA,Republican,2011-01-05,2013-01-03,Yes
M001177,Tom,McClintock,1956-07-10,CA,Republican,2013-01-03,2015-01-03,Yes
M001143,Betty,McCollum,1954-07-12,MN,Democrat,2001-01-03,2002-11-22,No
M001143,Betty,McCollum,1954-07-12,MN,Democrat,2003-01-07,2004-12-09,Yes
M001143,Betty,McCollum,1954-07-12,MN,Democrat,2005-01-04,2006-12-09,Yes
M001143,Betty,McCollum,1954-07-12,MN,Democrat,2007-01-04,2009-01-03,Yes
M001143,Betty,McCollum,1954-07-12,MN,Democrat,2009-01-06,2010-12-22,Yes
M001143,Betty,McCollum,1954-07-12,MN,Democrat,2011-01-05,2013-01-03,Yes
M001143,Betty,McCollum,1954-07-12,MN,Democrat,2013-01-03,2015-01-03,Yes
M000404,Jim,McDermott,1936-12-28,WA,Democrat,1989-01-03,1990-10-28,No
M000404,Jim,McDermott,1936-12-28,WA,Democrat,1991-01-03,1992-10-09,Yes
M000404,Jim,McDermott,1936-12-28,WA,Democrat,1993-01-05,1994-12-01,Yes
M000404,Jim,McDermott,1936-12-28,WA,Democrat,1995-01-04,1996-10-04,Yes
M000404,Jim,McDermott,1936-12-28,WA,Democrat,1997-01-07,1998-12-19,Yes
M000404,Jim,McDermott,1936-12-28,WA,Democrat,1999-01-06,2000-12-15,Yes
M000404,Jim,McDermott,1936-12-28,WA,Democrat,2001-01-03,2002-11-22,Yes
M000404,Jim,McDermott,1936-12-28,WA,Democrat,2003-01-07,2004-12-09,Yes
M000404,Jim,McDermott,1936-12-28,WA,Democrat,2005-01-04,2006-12-09,Yes
M000404,Jim,McDermott,1936-12-28,WA,Democrat,2007-01-04,2009-01-03,Yes
M000404,Jim,McDermott,1936-12-28,WA,Democrat,2009-01-06,2010-12-22,Yes
M000404,Jim,McDermott,1936-12-28,WA,Democrat,2011-01-05,2013-01-03,Yes
M000404,Jim,McDermott,1936-12-28,WA,Democrat,2013-01-03,2015-01-03,Yes
M000312,James,McGovern,1959-11-20,MA,Democrat,1997-01-07,1998-12-19,No
M000312,James,McGovern,1959-11-20,MA,Democrat,1999-01-06,2000-12-15,Yes
M000312,James,McGovern,1959-11-20,MA,Democrat,2001-01-03,2002-11-22,Yes
M000312,James,McGovern,1959-11-20,MA,Democrat,2003-01-07,2004-12-09,Yes
M000312,James,McGovern,1959-11-20,MA,Democrat,2005-01-04,2006-12-09,Yes
M000312,James,McGovern,1959-11-20,MA,Democrat,2007-01-04,2009-01-03,Yes
M000312,James,McGovern,1959-11-20,MA,Democrat,2009-01-06,2010-12-22,Yes
M000312,James,McGovern,1959-11-20,MA,Democrat,2011-01-05,2013-01-03,Yes
M000312,James,McGovern,1959-11-20,MA,Democrat,2013-01-03,2015-01-03,Yes
M001156,Patrick,McHenry,1975-10-22,NC,Republican,2005-01-04,2006-12-09,No
M001156,Patrick,McHenry,1975-10-22,NC,Republican,2007-01-04,2009-01-03,Yes
M001156,Patrick,McHenry,1975-10-22,NC,Republican,2009-01-06,2010-12-22,Yes
M001156,Patrick,McHenry,1975-10-22,NC,Republican,2011-01-05,2013-01-03,Yes
M001156,Patrick,McHenry,1975-10-22,NC,Republican,2013-01-03,2015-01-03,Yes
M000485,Mike,McIntyre,1956-08-06,NC,Democrat,1997-01-07,1998-12-19,No
M000485,Mike,McIntyre,1956-08-06,NC,Democrat,1999-01-06,2000-12-15,Yes
M000485,Mike,McIntyre,1956-08-06,NC,Democrat,2001-01-03,2002-11-22,Yes
M000485,Mike,McIntyre,1956-08-06,NC,Democrat,2003-01-07,2004-12-09,Yes
M000485,Mike,McIntyre,1956-08-06,NC,Democrat,2005-01-04,2006-12-09,Yes
M000485,Mike,McIntyre,1956-08-06,NC,Democrat,2007-01-04,2009-01-03,Yes
M000485,Mike,McIntyre,1956-08-06,NC,Democrat,2009-01-06,2010-12-22,Yes
M000485,Mike,McIntyre,1956-08-06,NC,Democrat,2011-01-05,2013-01-03,Yes
M000485,Mike,McIntyre,1956-08-06,NC,Democrat,2013-01-03,2015-01-03,Yes
M000508,Howard,McKeon,1938-09-09,CA,Republican,1993-01-05,1994-12-01,No
M000508,Howard,McKeon,1938-09-09,CA,Republican,1995-01-04,1996-10-04,Yes
M000508,Howard,McKeon,1938-09-09,CA,Republican,1997-01-07,1998-12-19,Yes
M000508,Howard,McKeon,1938-09-09,CA,Republican,1999-01-06,2000-12-15,Yes
M000508,Howard,McKeon,1938-09-09,CA,Republican,2001-01-03,2002-11-22,Yes
M000508,Howard,McKeon,1938-09-09,CA,Republican,2003-01-07,2004-12-09,Yes
M000508,Howard,McKeon,1938-09-09,CA,Republican,2005-01-04,2006-12-09,Yes
M000508,Howard,McKeon,1938-09-09,CA,Republican,2007-01-04,2009-01-03,Yes
M000508,Howard,McKeon,1938-09-09,CA,Republican,2009-01-06,2010-12-22,Yes
M000508,Howard,McKeon,1938-09-09,CA,Republican,2011-01-05,2013-01-03,Yes
M000508,Howard,McKeon,1938-09-09,CA,Republican,2013-01-03,2015-01-03,Yes
M001180,David,McKinley,1947-03-28,WV,Republican,2011-01-05,2013-01-03,No
M001180,David,McKinley,1947-03-28,WV,Republican,2013-01-03,2015-01-03,Yes
M001159,Cathy,McMorris Rodgers,1969-05-22,WA,Republican,2005-01-04,2006-12-09,No
M001159,Cathy,McMorris Rodgers,1969-05-22,WA,Republican,2007-01-04,2009-01-03,Yes
M001159,Cathy,McMorris Rodgers,1969-05-22,WA,Republican,2009-01-06,2010-12-22,Yes
M001159,Cathy,McMorris Rodgers,1969-05-22,WA,Republican,2011-01-05,2013-01-03,Yes
M001159,Cathy,McMorris Rodgers,1969-05-22,WA,Republican,2013-01-03,2015-01-03,Yes
M001166,Jerry,McNerney,1951-06-18,CA,Democrat,2007-01-04,2009-01-03,No
M001166,Jerry,McNerney,1951-06-18,CA,Democrat,2009-01-06,2010-12-22,Yes
M001166,Jerry,McNerney,1951-06-18,CA,Democrat,2011-01-05,2013-01-03,Yes
M001166,Jerry,McNerney,1951-06-18,CA,Democrat,2013-01-03,2015-01-03,Yes
M001181,Patrick,Meehan,1955-10-20,PA,Republican,2011-01-05,2013-01-03,No
M001181,Patrick,Meehan,1955-10-20,PA,Republican,2013-01-03,2015-01-03,Yes
M001137,Gregory,Meeks,1953-09-25,NY,Democrat,1997-01-07,1998-12-19,No
M001137,Gregory,Meeks,1953-09-25,NY,Democrat,1999-01-06,2000-12-15,Yes
M001137,Gregory,Meeks,1953-09-25,NY,Democrat,2001-01-03,2002-11-22,Yes
M001137,Gregory,Meeks,1953-09-25,NY,Democrat,2003-01-07,2004-12-09,Yes
M001137,Gregory,Meeks,1953-09-25,NY,Democrat,2005-01-04,2006-12-09,Yes
M001137,Gregory,Meeks,1953-09-25,NY,Democrat,2007-01-04,2009-01-03,Yes
M001137,Gregory,Meeks,1953-09-25,NY,Democrat,2009-01-06,2010-12-22,Yes
M001137,Gregory,Meeks,1953-09-25,NY,Democrat,2011-01-05,2013-01-03,Yes
M001137,Gregory,Meeks,1953-09-25,NY,Democrat,2013-01-03,2015-01-03,Yes
M000689,John,Mica,1943-01-27,FL,Republican,1993-01-05,1994-12-01,No
M000689,John,Mica,1943-01-27,FL,Republican,1995-01-04,1996-10-04,Yes
M000689,John,Mica,1943-01-27,FL,Republican,1997-01-07,1998-12-19,Yes
M000689,John,Mica,1943-01-27,FL,Republican,1999-01-06,2000-12-15,Yes
